OBJECTID,FCODE,STR_NAME,STR_TYPE,FULL_NAME,MUN_CODE,FROM_STR,TO_STR,STR_DIR,STR_STATUS,ST_CLASS,OWN,DATE_ACCEPT,STR_REM,FLAGS,PSAB_CODE,FDMID,ROUTE_ID,FROM_LEFT,TO_LEFT,FROM_RIGHT,TO_RIGHT,OLD_FDMID,GSA_LEFT,GSA_RIGHT,PAR_LEFT,PAR_RIGHT,STR_CODE_L,STR_CODE_R,ASSETID,ADDDATE,MODDATE,ORIGIN_DATE,MAINTENANCE,Shape_Length
524,RRRD,MCCABE LAKE,DR,MCCABE LAKE DR,HRM,EVENTIDE LANE,TIMBER LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,10/19/2015 0:00:00,,,SD,700010001,6416,64,164,65,165,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66690,66690,ST22466,9/11/2015 0:00:00,4/27/2016 0:00:00,,WSZ2,330.096642934596161
525,RRRD,MCCABE LAKE,DR,MCCABE LAKE DR,HRM,TIMBER LANE,FAIRHAVEN WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,2/24/2017 0:00:00,,,SD,700010585,6416,166,442,167,443,700010536,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66690,66690,ST34975,6/23/2016 0:00:00,3/1/2017 0:00:00,,WSZ2,846.057958680243132
526,RRRD,MCCABE LAKE,DR,MCCABE LAKE DR,HRM,ZINNIA LANE,CLUBMOSS LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,6/13/2017 0:00:00,,,SD,700010828,6416,906,964,907,965,700010826,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66690,66690,ST48055,6/6/2017 0:00:00,6/22/2017 0:00:00,,WSZ2,183.523515502698956
527,RRRD,MCCABE LAKE,DR,MCCABE LAKE DR,HRM,GOLDTHREAD LANE,END,BOTH,OPEN,MINOR COLLECTOR,HRM,6/13/2017 0:00:00,,,SD,700010836,6416,1356,1470,1357,1471,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66690,66690,ST48063,6/6/2017 0:00:00,10/4/2024 15:04:01,,WSZ2,354.508767409791744
528,RRRD,TALUS,AVE,TALUS AVE,HRM,ELIZABETH DOANE DR,CAIRNSTONE LANE,BOTH,OPEN,LOCAL STREET,HRM,7/22/2021 0:00:00,,,SD,700011203,6588,2,118,1,119,700011370,BEDFORD,BEDFORD,EL,OR,66864,66864,ST48430,9/30/2019 0:00:00,1/23/2020 0:00:00,,WSZ3,373.320014470173874
529,RRRD,TALUS,AVE,TALUS AVE,HRM,CAIRNSTONE LANE,BENTRIDGE DR,BOTH,OPEN,LOCAL STREET,HRM,3/8/2022 16:16:57,,,SD,700011371,6588,120,290,121,289,700011634,BEDFORD,BEDFORD,EL,OR,66864,66864,ST48598,10/22/2020 0:00:00,5/30/2022 19:16:03,,WSZ3,521.308196862021759
530,RRRD,SAVOY,AVE,SAVOY AVE,HRM,BRYANSTON RD,ABIGAIL LANE,BOTH,OPEN,LOCAL STREET,HRM,12/14/2015 0:00:00,,,FA,700010094,6420,2,134,1,135,700010016,LUCASVILLE,LUCASVILLE,EL,OR,66694,66694,ST26960,12/21/2015 0:00:00,2/24/2017 0:00:00,,WSZ3,425.905593123843687
531,RRRD,SAVOY,AVE,SAVOY AVE,HRM,FIONA LANE,CANDACE LANE,BOTH,OPEN,LOCAL STREET,HRM,12/14/2015 0:00:00,,,FA,700010016,6420,234,370,235,371,,LUCASVILLE,LUCASVILLE,EL,OR,66694,66694,ST24079,10/12/2015 0:00:00,2/24/2017 0:00:00,,WSZ3,419.999762810963887
532,RRRDLJ60,COLBY,DR,COLBY DR,HRM,GREENBOROUGH CRES,GRENADIER DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501115,643,370,398,371,399,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51128,2/27/2026 14:18:08,3/2/2026 13:09:09,,WSZ1,188.279828242262909
533,RRRDLJ60,COLBY,DR,COLBY DR,HRM,GRENADIER DR,GREENBOROUGH CRES,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501137,643,400,426,401,427,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51150,3/2/2026 13:39:15,3/2/2026 15:37:29,,WSZ1,145.177217076265237
534,RRRDLJ60,COLBY,DR,COLBY DR,HRM,GREENBROROUGH CRES,CRESTWOOD PL,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501128,643,428,440,429,441,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51132,3/2/2026 13:18:54,3/2/2026 15:37:38,,WSZ1,89.344561674315585
535,RRRDLJ60,COLBY,DR,COLBY DR,HRM,CRESTWOOD PL,COVENTRY LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501129,643,442,458,443,459,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51134,3/2/2026 13:20:32,3/2/2026 13:20:32,,WSZ1,111.648288456762714
536,RRRDLJ60,COLBY,DR,COLBY DR,HRM,COVENTRY LANE,COVENTRY LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501111,643,460,476,461,479,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51136,2/27/2026 14:18:08,3/2/2026 15:45:36,,WSZ1,107.323241528213813
537,RRRDLJ60,COLBY,DR,COLBY DR,HRM,COVENTRY LANE,CASTLEWOOD DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501138,643,478,488,481,491,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51151,3/2/2026 13:40:21,3/2/2026 15:46:14,,WSZ1,101.579714452544650
538,RRRDLJ60,COLBY,DR,COLBY DR,HRM,CASTLEWOOD DR,FLAGSTONE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501116,643,490,526,493,527,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51140,2/27/2026 14:18:08,3/2/2026 15:46:25,,WSZ1,175.740706869660244
539,RRRDLJ60,COLBY,DR,COLBY DR,HRM,FLAGSTONE DR,DEERBROOKE DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501139,643,528,546,529,547,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51152,3/2/2026 13:41:00,3/2/2026 13:41:00,,WSZ1,101.596819419878784
540,RRRDLJ60,COLBY,DR,COLBY DR,HRM,DEERBROOKE DR,CASTLEWOOD DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501140,643,548,580,549,579,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51153,3/2/2026 13:41:39,3/2/2026 13:41:39,,WSZ1,134.517231309455298
541,RRRDLJ60,COLBY,DR,COLBY DR,HRM,CASTLEWOOD DR,DELTA DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501141,643,582,594,581,595,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51154,3/2/2026 13:42:28,3/2/2026 13:42:28,,WSZ1,92.497898065723348
542,RRRDLJ60,COLBY,DR,COLBY DR,HRM,DELTA DR,HARDISTY CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501142,643,596,664,597,665,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51155,3/2/2026 13:43:32,3/2/2026 13:43:32,,WSZ1,140.886889409972582
543,RRRDLJ60,COLBY,DR,COLBY DR,HRM,HARDISTY CRT,HAMPTON GRN,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700501143,643,666,700,667,699,0,COLE HARBOUR,COLE HARBOUR,EL,OR,7307,7307,ST51156,3/2/2026 13:44:06,3/2/2026 13:44:06,,WSZ1,94.858142263010606
544,RRRD,LAGOS,AVE,LAGOS AVE,HRM,CALEDONIA RD,POONAM CRT,BOTH,OPEN,LOCAL STREET,HRM,11/26/2013 0:00:00,,,SD,700500150,6932,1,17,2,16,,DARTMOUTH,DARTMOUTH,OL,ER,67188,67188,ST50150,7/22/2025 14:00:39,9/8/2025 15:32:20,,WSZ1,76.683512832667247
545,RRRD,LAGOS,AVE,LAGOS AVE,HRM,POONAM CRT,END,BOTH,OPEN,LOCAL STREET,HRM,11/26/2013 0:00:00,,,SD,700500149,6932,19,27,18,26,,DARTMOUTH,DARTMOUTH,OL,ER,67188,67188,ST50149,7/22/2025 14:00:39,9/8/2025 15:33:57,,WSZ1,46.097412607118336
546,RRRDCE60,CALDWELL,RD,CALDWELL RD,HRM,KENYATTA DR,KALEIGH DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,200002110,645,1650,1680,1641,1673,0,EASTERN PASSAGE,EASTERN PASSAGE,EL,OR,7194,7194,ST10172,9/17/2001 0:00:00,11/25/2014 0:00:00,,WSZ1,197.714488890963196
547,RRRDCE60,CALDWELL,RD,CALDWELL RD,HRM,KALEIGH DR,BOYNE CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,200002111,645,1682,1712,1675,1713,0,EASTERN PASSAGE,EASTERN PASSAGE,EL,OR,7194,7194,ST9241,9/17/2001 0:00:00,7/6/2016 0:00:00,,WSZ1,147.002281633284866
548,RRRD,BROOKLINE,DR,BROOKLINE DR,HRM,BROOKLINE DR,LARRY UTECK BLVD,FOTD,OPEN,MINOR COLLECTOR,HRM,,,,CS,700011156,6575R,2,18,0,0,,BEDFORD,BEDFORD,EL,NAR,66851,66851,ST48383,5/15/2019 0:00:00,2/14/2025 14:38:00,,WSZ3,50.756159882207619
549,RRRD,QUAIL,RG,QUAIL RG,HRM,QUAIL RG,END,BOTH,OPEN,LOCAL STREET,HRM,8/18/2025 0:00:00,,,CS,700013723,6483,44,208,45,209,,BEAVER BANK,BEAVER BANK,EL,OR,66752,66752,ST50943,1/14/2025 18:32:43,1/31/2025 16:39:24,,WSZ2,502.913952003557029
550,RRRD,AZURE,CRT,AZURE CRT,HRM,GASPEREAU RUN,END,BOTH,OPEN,LOCAL STREET,HRM,12/21/2018 0:00:00,,,SD,700010842,6514,2,250,1,249,700011109,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66779,66779,ST48069,6/6/2017 0:00:00,1/2/2019 0:00:00,,WSZ2,770.126327058949641
551,RRRD,BONDI,DR,BONDI DR,HRM,GASPEREAU RUN,KNOTWOOD LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700010847,6516,2,102,1,101,700012340,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66781,66781,ST49554,6/6/2017 0:00:00,10/21/2025 12:24:06,,WSZ2,324.313343743135135
552,RRRD,BONDI,DR,BONDI DR,HRM,SWEETFERN LANE,CYAN CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700012332,6516,194,268,195,269,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66781,66781,ST49558,11/26/2024 15:44:58,1/31/2025 16:39:24,,WSZ2,228.580935616716147
553,RRRD,BONDI,DR,BONDI DR,HRM,WOODLARK LANE,ORCHID CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700012335,6516,362,502,363,503,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66781,66781,ST49561,11/26/2024 15:45:25,1/31/2025 16:39:24,,WSZ2,430.684118631406818
554,RRRD,MIDNIGHT,RUN,MIDNIGHT RUN,HRM,CHIPMUNK LANE,BURDOCK LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,7/26/2017 0:00:00,,,SD,700500282,6519,326,364,327,365,700010857,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66787,66787,ST50282,9/8/2025 19:59:42,9/8/2025 19:59:42,,WSZ2,118.946797304184429
555,RRRD,MIDNIGHT,RUN,MIDNIGHT RUN,HRM,TWINFLOWER LANE,PORCUPINE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,7/26/2017 0:00:00,,,SD,700500388,6519,452,494,453,495,700010858,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66787,66787,ST50388,9/15/2025 15:30:51,9/15/2025 15:30:51,,WSZ2,134.530133812660154
556,RRRD,MIDNIGHT,RUN,MIDNIGHT RUN,HRM,PORCUPINE LANE,GASPEREAU RUN,BOTH,OPEN,MINOR COLLECTOR,HRM,7/26/2017 0:00:00,,,SD,700010857,6519,496,780,497,779,700010858,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,66787,66787,ST50389,6/6/2017 0:00:00,9/15/2025 15:32:05,,WSZ2,873.674012050898682
557,RRRD,INNSBROOK,WAY,INNSBROOK WAY,HRM,TILBURY AVE,ROSE FORTUNE GATE,BOTH,OPEN,LOCAL STREET,HRM,11/20/2017 0:00:00,,,SD,700010884,6526,2,40,1,41,700010922,BEDFORD,BEDFORD,EL,OR,66798,66798,ST48111,7/25/2017 0:00:00,11/21/2017 0:00:00,,WSZ3,133.838614221289163
558,RRRD,TILBURY,AVE,TILBURY AVE,HRM,INNSBROOK WAY,INNSBROOK WAY,BOTH,OPEN,LOCAL STREET,HRM,11/20/2017 0:00:00,,,SD,700010880,6528,18,140,19,139,700010923,BEDFORD,BEDFORD,EL,OR,66800,66800,ST48107,7/25/2017 0:00:00,11/21/2017 0:00:00,,WSZ3,390.023624769826881
559,RRRD,BRISTOLTON,AVE,BRISTOLTON AVE,HRM,BROWNSTONE WAY,ELIZABETH DOANE DR,BOTH,OPEN,LOCAL STREET,HRM,9/24/2019 0:00:00,,,SD,700011168,6580,66,100,67,99,700011198,BEDFORD,BEDFORD,EL,OR,66856,66856,ST48395,6/18/2019 0:00:00,9/25/2019 0:00:00,,WSZ3,117.142858846376910
560,RRRD,SHIRLEY ELLIOTT,CRT,SHIRLEY ELLIOTT CRT,HRM,ELIZABETH DOANE DR,END,BOTH,OPEN,LOCAL STREET,HRM,1/20/2020 0:00:00,,,SD,700011204,6582,2,92,1,93,700011173,BEDFORD,BEDFORD,EL,OR,66859,66859,ST48431,9/30/2019 0:00:00,11/13/2020 0:00:00,,WSZ3,278.601758525852233
561,RRRD,ELIZABETH DOANE,DR,ELIZABETH DOANE DR,HRM,TALUS AVE,SHIRLEY ELLIOTT CRT,BOTH,OPEN,LOCAL STREET,HRM,1/20/2020 0:00:00,,,SD,700011172,6583,106,142,107,143,700011202,BEDFORD,BEDFORD,EL,OR,66858,66858,ST48399,6/21/2019 0:00:00,11/13/2020 0:00:00,,WSZ3,105.875834099702871
562,RRRD,HONEYGOLD,DR,HONEYGOLD DR,HRM,KEEPSAKE CRES,GOLDEN WAY,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700011236,6594,96,162,95,161,700011295,HALIFAX,HALIFAX,EL,OR,66869,66869,ST48522,5/27/2020 0:00:00,4/8/2026 14:41:42,,WSZ4,233.244652625161677
563,RRRD,CORTLAND,RG,CORTLAND RG,HRM,CORTLAND RG,GOLDEN WAY,BOTH,OPEN,LOCAL STREET,HRM,5/12/2020 0:00:00,,,SD,700501181,6605,90,98,91,99,700501181,HALIFAX,HALIFAX,EL,OR,66880,66880,ST51219,4/8/2026 17:12:16,4/8/2026 22:25:29,,WSZ4,21.432043656571508
564,RRRD,TUSCANY,RUN,TUSCANY RUN,HRM,CHARDONNAY CRT,MARKETWAY LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,700011662,6642,72,162,73,163,700011403,TIMBERLEA,TIMBERLEA,EL,OR,66918,66918,ST48889,11/30/2021 15:25:24,4/28/2025 14:54:43,,WSZ4,289.764930896911494
565,RRRD,HAROLD J SHANKS,AVE,HAROLD J SHANKS AVE,HRM,HAROLD J SHANKS AVE,AILEEN MEAGHER AVE,BOTH,OPEN,,HRM,,,,SD,700013693,6655,2,260,1,261,,DARTMOUTH,DARTMOUTH,EL,OR,67135,67135,ST50913,11/28/2024 16:12:54,7/22/2025 11:32:32,,WSZ1,787.993689418356212
566,RRRD,HAROLD J SHANKS,AVE,HAROLD J SHANKS AVE,HRM,AILEEN MEAGHER AVE,END,BOTH,BLOC,,HRM,,,,SD,700013694,6655,262,300,263,301,,DARTMOUTH,DARTMOUTH,EL,OR,67135,67135,ST50914,11/28/2024 16:13:13,7/21/2025 16:50:00,,WSZ1,122.314550072191096
567,RRRD,PUNCHEON,WAY,PUNCHEON WAY,HRM,TRAMILY LANE,TERRADORE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700012083,6671,64,148,63,149,700011686,BEDFORD,BEDFORD,EL,OR,66947,66947,ST49309,9/24/2024 15:08:23,8/18/2025 17:07:45,,WSZ3,260.106621428639187
568,RRRD,PUNCHEON,WAY,PUNCHEON WAY,HRM,PUNCHEON WAY,GARVEY CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,12/10/2025 0:00:00,,,SD,700500164,6671,156,212,157,213,,BEDFORD,BEDFORD,EL,OR,66947,66947,ST50164,8/5/2025 13:50:02,12/1/2025 14:13:29,,WSZ3,180.681340995361296
569,RRRD,FLATROCK,CRES,FLATROCK CRES,HRM,FOG LANE,END,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700013314,6681,96,142,97,141,700011722,BEECHVILLE,BEECHVILLE,EL,OR,66957,66957,ST50537,9/24/2024 15:12:43,2/6/2025 18:20:14,,WSZ4,122.675781375300502
570,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,HIGGINS AVE,ST MARGARETS BAY RD,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700014208,6683,354,354,355,355,700014187,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST51427,6/12/2025 11:43:39,7/14/2025 17:33:17,,WSZ4,18.631238811983454
571,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,ZEPPELIN CRES,HIGGINS AVE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700014187,6683,320,352,321,353,700013309,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST51406,5/28/2025 17:59:13,7/3/2025 17:38:13,,WSZ4,100.488629068361348
572,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,RAMPART CRT,ZEPPELIN CRES,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700013309,6683,278,318,279,319,700011713,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST50532,9/24/2024 15:16:08,7/3/2025 18:17:03,,WSZ4,126.566686590953822
573,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,GROSSE ST,RAMPART CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700014186,6683,242,276,243,277,700013309,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST51405,5/28/2025 17:54:07,7/16/2025 12:43:10,,WSZ4,112.122421633573680
574,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,GOUGH CL,GROSSE ST,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700013308,6683,208,240,207,241,700011712,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST50531,9/12/2024 17:16:00,6/16/2025 14:18:30,,WSZ4,111.793592080453976
575,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,GROSSE ST,FOG LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700011714,6683,70,112,71,113,,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST48941,3/1/2022 2:40:17,6/16/2025 14:18:30,,WSZ4,128.708985946704871
576,RRRD,HIGGINS,AVE,HIGGINS AVE,HRM,ST MARGARETS BAY RD,HIGGINS AVE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700014203,6683,2,2,1,3,700011710,BEECHVILLE,BEECHVILLE,EL,OR,66959,66959,ST51422,6/12/2025 11:46:18,7/14/2025 17:33:17,,WSZ4,24.379414451693073
577,RRRD,WENDOVER,CL,WENDOVER CL,HRM,CHARTWELL LANE,,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,300000307,67,2,2,1,1,0,HALIFAX,HALIFAX,EL,OR,989,989,ST6964,12/5/2001 0:00:00,,,W3,37.460291081411121
578,RRRD,DARNER,DR,DARNER DR,HRM,DAISY DR,END,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700013382,6700,128,210,129,209,700011762,BEAVER BANK,BEAVER BANK,EL,OR,66976,66976,ST50605,10/3/2024 11:49:38,5/14/2025 13:21:18,,WSZ2,253.489507977356794
579,RRRD,OPALRIDGE,DR,OPALRIDGE DR,HRM,OPALRIDGE DR,OPALRIDGE DR,FOTD,OPEN,MINOR COLLECTOR,HRM,,,,FA,700013256,6723R,150,152,0,0,,DARTMOUTH,DARTMOUTH,EL,NAR,66999,66999,ST50480,9/20/2024 17:51:30,2/6/2025 18:20:14,,E2,11.595200071119773
580,RRRD,OPALRIDGE,DR,OPALRIDGE DR,HRM,OPALRIDGE DR,OPALRIDGE DR,FOTD,OPEN,MINOR COLLECTOR,HRM,,,,FA,700013254,6723R,102,104,0,0,,DARTMOUTH,DARTMOUTH,EL,NAR,66999,66999,ST50478,9/20/2024 17:53:20,2/6/2025 18:20:14,,E2,12.517728788187634
581,RRRD,LEONAMARIE,DR,LEONAMARIE DR,HRM,LEONAMARIE DR,NOAH AVE,BOTH,OPEN,LOCAL STREET,HRM,10/15/2025 0:00:00,,,CS,700013400,6759,128,140,129,141,700012159,DARTMOUTH,DARTMOUTH,EL,OR,67036,67036,ST50623,9/23/2024 16:59:46,2/6/2025 18:20:14,,E2,37.629041127102404
582,RRRD,LEONAMARIE,DR,LEONAMARIE DR,HRM,KASSI LANE,LEONAMARIE DR,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700012159,6759,116,126,117,127,,DARTMOUTH,DARTMOUTH,EL,OR,67036,67036,ST49385,9/23/2024 16:59:33,2/6/2025 18:20:14,,E2,38.301123720725421
583,RRRD,FLEETWOOD,DR,FLEETWOOD DR,HRM,ROCKROSE LANE,CONFEDERATION AVE,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700012161,6762,1152,1370,1151,1369,,FALL RIVER,FALL RIVER,EL,OR,67038,67038,ST49387,9/23/2024 17:06:57,2/6/2025 18:20:14,,WSZ2,698.189159090285898
584,RRRD,TERRASTONE,RG,TERRASTONE RG,HRM,GARDENIA WAY,SIMONA DR,BOTH,OPEN,MINOR COLLECTOR,HRM,2/4/2025 0:00:00,,,SD,700013487,6776,150,164,151,165,700012369,DARTMOUTH,DARTMOUTH,EL,OR,67052,67052,ST49595,1/10/2025 13:00:10,1/31/2025 16:39:24,,WSZ1,67.317009877843049
585,RRRD,TERRASTONE,RG,TERRASTONE RG,HRM,PEARLGARDEN CL,TERRASTONE RG,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700012369,6776,26,118,27,119,700013498,DARTMOUTH,DARTMOUTH,EL,OR,67052,67052,ST50598,9/24/2024 13:55:24,1/13/2026 21:44:34,,WSZ1,277.564757015509144
586,RRRD,TERRASTONE,RG,TERRASTONE RG,HRM,TERRASTONE RG,GOLDENGLADE CL,BOTH,OPEN,MINOR COLLECTOR,HRM,2/4/2025 0:00:00,,,SD,700500599,6776,120,128,121,129,700012369,DARTMOUTH,DARTMOUTH,EL,OR,67052,67052,ST50599,1/13/2026 18:56:20,1/13/2026 21:44:41,,WSZ1,39.858018268564507
587,RRRD,TERRASTONE,RG,TERRASTONE RG,HRM,TERRASTONE RG,END,BOTH,UCON,MINOR COLLECTOR,HRM,,,,SD,700500605,6776,194,210,195,209,700013487,DARTMOUTH,DARTMOUTH,EL,OR,67052,67052,ST50605,1/13/2026 20:18:57,1/13/2026 21:44:08,,WSZ1,64.566937614987950
588,RRRDLJ60,HOOPER,LANE,HOOPER LANE,HRM,WILCOT LANE,END,BOTH,OPEN,LOCAL STREET,HRM,,,PAR,FA,700013072,6810,2,22,0,0,,DARTMOUTH,DARTMOUTH,EL,NAR,67080,67080,ST50296,9/24/2024 14:30:05,2/6/2025 18:20:14,,WSZ1,63.470350685633946
589,RRRD,ZEPPELIN,CRES,ZEPPELIN CRES,HRM,HIGGINS AVE,HIGGINS AVE,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700014189,6924,2,124,1,125,,BEECHVILLE,BEECHVILLE,EL,OR,67179,67179,ST51408,5/28/2025 15:53:06,7/16/2025 12:43:10,,WSZ4,298.845625782009904
590,RRRD,AILEEN MEAGHER,AVE,AILEEN MEAGHER AVE,HRM,HAROLD J SHANKS AVE,BURNSIDE DR,BOTH,OPEN,,HRM,,,,SD,700013695,6854,2,176,1,177,,DARTMOUTH,DARTMOUTH,EL,OR,67134,67134,ST50915,11/28/2024 16:14:12,1/31/2025 16:39:24,,WSZ1,537.198865949399533
591,RRRD,AILEEN MEAGHER,AVE,AILEEN MEAGHER AVE,HRM,BURNSIDE DR,END,BOTH,BLOC,,HRM,,,,SD,700013692,6854,178,230,179,229,,DARTMOUTH,DARTMOUTH,EL,OR,67134,67134,ST50912,1/23/2025 18:00:27,1/31/2025 16:39:24,,WSZ1,160.038774411114673
592,RRRD,AMALAMEK,WAY,AMALAMEK WAY,HRM,DR ALFRED WADDELL ST,NORA BERNARD ST,FOTD,OPEN,LOCAL STREET,HRM,,,,DM,700012015,6863,2130,2200,2131,2199,,HALIFAX,HALIFAX,EL,OR,67136,67136,ST49241,1/3/2025 15:45:01,1/9/2026 17:31:03,,W1,221.862330682902979
593,RRRD,STEPHS,ST,STEPHS ST,HRM,LARRY UTECK BLVD,SOPHIES CRES,BOTH,OPEN,MINOR COLLECTOR,HRM,10/21/2025 0:00:00,,,SD,700014119,6913,2,90,1,89,,BEDFORD,BEDFORD,EL,OR,67168,67168,ST51338,4/3/2025 17:38:44,4/29/2025 14:55:39,,WSZ3,286.361824675604169
594,RRRD,STEPHS,ST,STEPHS ST,HRM,SOPHIES CRES,LEWIS DR,BOTH,OPEN,MINOR COLLECTOR,HRM,10/21/2025 0:00:00,,,SD,700014122,6913,92,154,91,153,,BEDFORD,BEDFORD,EL,OR,67168,67168,ST51341,4/3/2025 17:39:15,4/29/2025 14:55:39,,WSZ3,193.562867451676510
595,RRRD,STEPHS,ST,STEPHS ST,HRM,LEWIS DR,SOPHIES CRES,BOTH,OPEN,MINOR COLLECTOR,HRM,10/21/2025 0:00:00,,,SD,700014125,6913,156,176,155,175,,BEDFORD,BEDFORD,EL,OR,67168,67168,ST51344,4/3/2025 17:39:33,4/29/2025 14:55:39,,WSZ3,68.488525257092078
596,RRRD,STEPHS,ST,STEPHS ST,HRM,SOPHIES CRES,END,BOTH,OPEN,MINOR COLLECTOR,HRM,10/21/2025 0:00:00,,,SD,700014121,6913,178,198,177,197,,BEDFORD,BEDFORD,EL,OR,67168,67168,ST51340,4/3/2025 17:39:55,4/29/2025 14:55:39,,WSZ3,65.216585762254894
597,RRRD,RAMPART,CRT,RAMPART CRT,HRM,HIGGINS AVE,END,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700014188,6923,2,60,1,59,,BEECHVILLE,BEECHVILLE,EL,OR,67178,67178,ST51407,5/28/2025 15:55:28,7/16/2025 12:57:07,,WSZ4,151.295441371700406
598,RRRD,GARVEY,CRT,GARVEY CRT,HRM,TERRADORE LANE,GARVEY CRT,BOTH,OPEN,LOCAL STREET,HRM,12/10/2025 0:00:00,,,SD,700500168,6933,2,46,1,45,,BEDFORD,BEDFORD,EL,OR,67189,67189,ST50168,8/5/2025 18:25:24,8/18/2025 17:07:45,,WSZ3,119.499984975807678
